"Words" "MeanNgramFreq"
"1007" "gloomy" 4340.19
"1008" "sufferer" 13472.12
"1009" "golfer" 9597.06
"1010" "situation" 12484.45
"1011" "snobbish" 4977.95
"1012" "guilty" 3025.85
"1013" "hearty" 8051.5
"1014" "heaven" 8113.5
"1015" "helmet" 7273.89
"1016" "validity" 8734.38
"1017" "amateurish" 11931.43
"1018" "revolutionary" 11441.43
"1019" "murderous" 8758.7
"1020" "anaesthetic" 11318.84
"1021" "irony" 10308.73
"1022" "jerkin" 11091.2
"1023" "anxiously" 5543.34
"1024" "extremism" 7615.64
"1025" "marshy" 8314.64
"1026" "mourner" 10680.79
"1027" "friendly" 8970.54
"1028" "number" 8237.49
"1029" "nymphet" 3357.32
"1030" "organic" 11690.75
"1031" "fossilise" 9456.51
"1032" "lectureship" 7192.46
"1033" "dreadful" 5144.69
"1034" "absurdity" 4489.18
"1035" "planet" 12677.53
"1036" "plucky" 1683.84
"1037" "broiler" 11332.91
"1038" "plush" 2492.86
"1039" "poetry" 5483.88
"1040" "public" 6636.89
"1041" "pulpit" 4068.85
"1042" "putty" 4473.81
"1043" "quartz" 7609.34
"1044" "actually" 5483.32
"1045" "mimicry" 6866.48
"1046" "rabbit" 8411.79
"1047" "steadily" 8811.47
"1048" "physical" 7249.75
"1049" "exemption" 7692.2
"1050" "risky" 8700.79
"1051" "jauntily" 7023.94
"1052" "scrape" 9052.97
"1053" "narrowly" 8125.44
"1054" "obviously" 3307.49
"1055" "shovel" 4950.86
"1056" "sight" 4086.81
"1057" "signet" 7940.93
"1058" "smuggle" 4003.74
"1059" "sniper" 10126.71
"1060" "soften" 9865.04
"1061" "idealism" 8522.71
"1062" "squawk" 1359.56
"1063" "defector" 7082.74
"1064" "gaseous" 5259.23
"1065" "stirrup" 7990.6
"1066" "moisture" 10104.1
"1067" "medical" 10543.24
"1068" "novelty" 6000.04
"1069" "tactile" 10886.98
"1070" "finally" 10295.87
"1071" "booklet" 4621.91
"1072" "scruffy" 2989.9
"1073" "toaster" 15764.44
"1074" "trainee" 12332.94
"1075" "treaty" 11743.45
"1076" "trolley" 9569.3
"1077" "trumpet" 6205.8
"1078" "twinkle" 6016.38
"1079" "united" 9716.29
"1080" "viewer" 9273.42
"1081" "grossly" 5872.12
"1082" "weird" 3328.59
"1083" "whisker" 8609.27
"1084" "widowed" 3132.82
"1085" "yearly" 6913.57
"1086" "acreage" 7728.24
"1087" "kingdom" 7313.16
"1088" "against" 9186.04
"1089" "agreement" 10376.47
"1090" "amenable" 9863.86
"1091" "angelic" 12615.51
"1092" "appendix" 7937.7
"1093" "feudal" 4878.15
"1094" "baronet" 14639.99
"1095" "basilisk" 8826.3
"1096" "thinker" 10503.1
"1097" "active" 7494.01
"1098" "factual" 5329.11
"1099" "lessen" 12416
"1100" "safely" 4762.35
"1101" "leftist" 9807.79
"1102" "buzzard" 6587.74
"1103" "candidacy" 9731.19
"1104" "cloudless" 6045.86
"1105" "muffler" 8154.32
"1106" "colonel" 13563.69
"1107" "command" 11912.07
"1108" "country" 8043.99
"1109" "courteous" 7270.36
"1110" "watery" 15230.9
"1111" "critical" 13069.32
"1112" "pottery" 12618.95
"1113" "cryptic" 5822.04
"1114" "demonstrate" 14100.12
"1115" "lately" 13697.55
"1116" "dietary" 12278.62
"1117" "dreamer" 13240.36
"1118" "drunkard" 5637.07
"1119" "within" 7993.8
"1120" "electron" 10376.82
"1121" "employer" 7472.67
"1122" "eruption" 12397.93
"1123" "ethereal" 12370.4
"1124" "extract" 6894.3
"1125" "harden" 12198.56
"1126" "fleeting" 10262.32
"1127" "lovers" 10785.61
"1128" "adviser" 10386.1
"1129" "prudish" 5900.65
"1130" "golden" 8822.01
"1131" "fruitless" 6434.48
"1132" "keeper" 8840.88
"1133" "cuffs" 1539.76
"1134" "miller" 13662.24
"1135" "glossary" 9240.11
"1136" "thinly" 6168.79
"1137" "greenery" 13123.71
"1138" "formal" 9150.67
"1139" "folder" 11199.66
"1140" "firmly" 3180.03
"1141" "brutal" 8357.3
"1142" "infantry" 11303.49
"1143" "inhibitory" 8526.75
"1144" "international" 16868.75
"1145" "inventory" 12136.61
"1146" "investigate" 12743.97
"1147" "sandy" 10909.08
"1148" "twisty" 5528.54
"1149" "legendary" 10486.56
"1150" "liquidate" 9412.4
"1151" "neighbour" 4013.67
"1152" "northern" 10452.62
"1153" "really" 9796.19
"1154" "leaflet" 6825.18
"1155" "oxygenate" 9925.81
"1156" "parenthesis" 13104.99
"1157" "phonetic" 11068
"1158" "plaintiff" 10007.82
"1159" "editor" 11089.1
"1160" "plumage" 4346.85
"1161" "filmy" 3369.12
"1162" "dealer" 13856.38
"1163" "gently" 8120.31
"1164" "gifted" 6911.97
"1165" "fishy" 4731.52
"1166" "roller" 15397.93
"1167" "question" 11849.27
"1168" "quieten" 10729.05
"1169" "rational" 17155.96
"1170" "reaction" 12196.37
"1171" "downs" 3344.11
"1172" "ninety" 10962.12
"1173" "secretary" 11695.72
"1174" "happy" 2647.63
"1175" "frosty" 7811.85
"1176" "twelfth" 2321.7
"1177" "hourly" 2887.26
"1178" "heroic" 12803.02
"1179" "splinter" 16093.45
"1180" "stampede" 10129.27
"1181" "stubborn" 6088.92
"1182" "surface" 4581.84
"1183" "surgeon" 6428.28
"1184" "spindly" 7380.43
"1185" "teacher" 12982.55
"1186" "textile" 10012.29
"1187" "wishful" 3140.48
"1188" "cookery" 8579.1
"1189" "angler" 15693.08
"1190" "naughty" 3021.58
"1191" "chatter" 16437.68
"1192" "cheaply" 3973.12
"1193" "lesser" 14724.51
"1194" "others" 9272.32
"1195" "ranger" 17699.06
"1196" "beastly" 5613.48
"1197" "acidic" 9466.99
"1198" "adopted" 6901.42
"1199" "perhaps" 7783.6
"1200" "equipment" 6570.94
"1201" "composer" 11501.83
"1202" "palpably" 4689.92
"1203" "watcher" 11492.92
"1204" "believer" 11500.92
"1205" "calmness" 8859.56
"1206" "selfless" 7836.96
"1207" "voucher" 8935
"1208" "benignly" 5751.87
"1209" "bearded" 8265.66
"1210" "bloody" 2964.64
"1211" "boarder" 12086.73
"1212" "bomber" 9242.61
"1213" "brandy" 12158.71
"1214" "foundry" 3673.22
"1215" "warfare" 13176.94
"1216" "bulbous" 2305.78
"1217" "enactment" 10510.24
"1218" "coaster" 15670.95
"1219" "ability" 6910.84
"1220" "equally" 4864.64
"1221" "service" 11300.29
"1222" "developer" 10248.36
"1223" "crafty" 5579.76
"1224" "creamy" 8086.12
"1225" "tendency" 12238.62
"1226" "crooked" 4051.22
"1227" "instruction" 10779.8
"1228" "production" 8639.88
"1229" "dialog" 10895.88
"1230" "wearily" 9837.15
"1231" "starter" 19622.49
"1232" "masonry" 8232.88
"1233" "feathery" 9405.05
"1234" "early" 8511.28
"1235" "addition" 10842.44
"1236" "vicarage" 12841.16
"1237" "rumbling" 7495.98
"1238" "justify" 6591.05
"1239" "simplify" 6053.8
"1240" "fleshy" 5504.45
"1241" "flicker" 10678.56
"1242" "missive" 8490.7
"1243" "forceps" 5070.17
"1244" "freeze" 6011.39
"1245" "alcoholic" 9065.96
"1246" "citation" 16165.87
"1247" "glade" 7838.7
"1248" "gloomy" 4340.19
"1249" "sufferer" 13472.12
"1250" "gluten" 10327.85
"1251" "golfer" 9597.06
"1252" "situation" 12484.45
"1253" "snobbish" 4977.95
"1254" "guilty" 3025.85
"1255" "hearty" 8051.5
"1256" "helmet" 7273.89
"1257" "validity" 8734.38
"1258" "amateurish" 11931.43
"1259" "revolutionary" 11441.43
"1260" "murderous" 8758.7
"1261" "anaesthetic" 11318.84
"1262" "irony" 10308.73
"1263" "anxiously" 5543.34
"1264" "extremism" 7615.64
"1265" "mourner" 10680.79
"1266" "struggled" 6645.43
"1267" "friendly" 8970.54
"1268" "organic" 11690.75
"1269" "fossilise" 9456.51
"1270" "lectureship" 7192.46
"1271" "dreadful" 5144.69
"1272" "absurdity" 4489.18
"1273" "planet" 12677.53
"1274" "plucky" 1683.84
"1275" "plush" 2492.86
"1276" "poetry" 5483.88
"1277" "public" 6636.89
"1278" "pulpit" 4068.85
"1279" "quartz" 7609.34
"1280" "actually" 5483.32
"1281" "mimicry" 6866.48
"1282" "physical" 7249.75
"1283" "risky" 8700.79
"1284" "obviously" 3307.49
"1285" "sight" 4086.81
"1286" "signet" 7940.93
"1287" "smuggle" 4003.74
"1288" "sniper" 10126.71
"1289" "soften" 9865.04
"1290" "squawk" 1359.56
"1291" "defector" 7082.74
"1292" "moisture" 10104.1
"1293" "stunt" 9536.52
"1294" "medical" 10543.24
"1295" "novelty" 6000.04
"1296" "tactile" 10886.98
"1297" "finally" 10295.87
"1298" "booklet" 4621.91
"1299" "scruffy" 2989.9
"1300" "toaster" 15764.44
"1301" "trainee" 12332.94
"1302" "treaty" 11743.45
"1303" "trolley" 9569.3
"1304" "trumpet" 6205.8
"1305" "twinkle" 6016.38
"1306" "united" 9716.29
"1307" "viewer" 9273.42
"1308" "yearly" 6913.57
"1309" "acreage" 7728.24
"1310" "kingdom" 7313.16
"1311" "against" 9186.04
"1312" "agreement" 10376.47
"1313" "alarming" 13301.62
"1314" "amenable" 9863.86
"1315" "widen" 8489.08
"1316" "angelic" 12615.51
"1317" "appendix" 7937.7
"1318" "feudal" 4878.15
"1319" "arsenal" 13780.92
"1320" "artistry" 12499.22
"1321" "baronet" 14639.99
"1322" "basilisk" 8826.3
"1323" "thinker" 10503.1
"1324" "active" 7494.01
"1325" "factual" 5329.11
"1326" "lessen" 12416
"1327" "safely" 4762.35
"1328" "brisket" 8028.2
"1329" "brothel" 6421.15
"1330" "leftist" 9807.79
"1331" "prayer" 12235.48
"1332" "buzzard" 6587.74
"1333" "candidacy" 9731.19
"1334" "finely" 10267.37
"1335" "cloudless" 6045.86
"1336" "muffler" 8154.32
"1337" "colonel" 13563.69
"1338" "country" 8043.99
"1339" "courteous" 7270.36
"1340" "watery" 15230.9
"1341" "critical" 13069.32
"1342" "pottery" 12618.95
"1343" "cryptic" 5822.04
"1344" "demonstrate" 14100.12
"1345" "department" 10483.01
"1346" "lately" 13697.55
"1347" "discern" 11912.68
"1348" "dreamer" 13240.36
"1349" "drunkard" 5637.07
"1350" "within" 7993.8
"1351" "electron" 10376.82
"1352" "eruption" 12397.93
"1353" "extract" 6894.3
"1354" "fleeting" 10262.32
"1355" "adviser" 10386.1
"1356" "floater" 14212.11
"1357" "prudish" 5900.65
"1358" "golden" 8822.01
"1359" "fruitless" 6434.48
"1360" "cuffs" 1539.76
"1361" "miller" 13662.24
"1362" "glossary" 9240.11
"1363" "bridal" 9444.96
"1364" "thinly" 6168.79
"1365" "government" 10069.61
"1366" "greenery" 13123.71
"1367" "formal" 9150.67
"1368" "folder" 11199.66
"1369" "firmly" 3180.03
"1370" "brutal" 8357.3
"1371" "inhibitory" 8526.75
"1372" "international" 16868.75
"1373" "inventory" 12136.61
"1374" "investigate" 12743.97
"1375" "sandy" 10909.08
"1376" "legendary" 10486.56
"1377" "liquidate" 9412.4
"1378" "thorny" 4204.42
"1379" "northern" 10452.62
"1380" "really" 9796.19
"1381" "leaflet" 6825.18
"1382" "oxygenate" 9925.81
"1383" "parenthesis" 13104.99
"1384" "phonetic" 11068
"1385" "plaintiff" 10007.82
"1386" "editor" 11089.1
"1387" "winger" 12753.03
"1388" "plumage" 4346.85
"1389" "filmy" 3369.12
"1390" "dealer" 13856.38
"1391" "gently" 8120.31
"1392" "gifted" 6911.97
"1393" "fishy" 4731.52
"1394" "roller" 15397.93
"1395" "question" 11849.27
"1396" "quieten" 10729.05
"1397" "rational" 17155.96
"1398" "reaction" 12196.37
"1399" "renewable" 9167.24
"1400" "downs" 3344.11
"1401" "scalding" 10691.31
"1402" "ninety" 10962.12
"1403" "scullery" 9696.08
"1404" "secretary" 11695.72
"1405" "itchy" 4914.27
"1406" "happy" 2647.63
"1407" "frosty" 7811.85
"1408" "hourly" 2887.26
"1409" "heroic" 12803.02
"1410" "splinter" 16093.45
"1411" "oddity" 4706.9
"1412" "stampede" 10129.27
"1413" "stilted" 11378.1
"1414" "buoyant" 7615.92
"1415" "stubborn" 6088.92
"1416" "misty" 8889.85
"1417" "surface" 4581.84
"1418" "spindly" 7380.43
"1419" "teacher" 12982.55
"1420" "textile" 10012.29
"1421" "thicket" 5649.62
"1422" "wishful" 3140.48
"1423" "cookery" 8579.1
"1424" "angler" 15693.08
"1425" "naughty" 3021.58
"1426" "chatter" 16437.68
"1427" "silken" 7796.98
"1428" "cheaply" 3973.12
"1429" "lesser" 14724.51
"1430" "others" 9272.32
"1431" "ranger" 17699.06
"1432" "coyness" 8470.2
"1433" "acidic" 9466.99
"1434" "adopted" 6901.42
"1435" "perhaps" 7783.6
"1436" "equipment" 6570.94
"1437" "composer" 11501.83
"1438" "palpably" 4689.92
"1439" "watcher" 11492.92
"1440" "believer" 11500.92
"1441" "archer" 14902.72
"1442" "calmness" 8859.56
"1443" "voucher" 8935
"1444" "bearded" 8265.66
"1445" "bloody" 2964.64
"1446" "boarder" 12086.73
"1447" "bomber" 9242.61
"1448" "brandy" 12158.71
"1449" "bulbous" 2305.78
"1450" "loyally" 5593.94
"1451" "epileptic" 7458.58
"1452" "enactment" 10510.24
"1453" "coaster" 15670.95
"1454" "ability" 6910.84
"1455" "service" 11300.29
"1456" "developer" 10248.36
"1457" "crafty" 5579.76
"1458" "creamy" 8086.12
"1459" "tendency" 12238.62
"1460" "crooked" 4051.22
"1461" "instruction" 10779.8
"1462" "production" 8639.88
"1463" "wearily" 9837.15
"1464" "masonry" 8232.88
"1465" "feathery" 9405.05
"1466" "early" 8511.28
"1467" "addition" 10842.44
"1468" "vicarage" 12841.16
"1469" "justify" 6591.05
"1470" "filthy" 3238.06
"1471" "fleshy" 5504.45
"1472" "flicker" 10678.56
"1473" "missive" 8490.7
"1474" "forceps" 5070.17
"1475" "freeze" 6011.39
"1476" "alcoholic" 9065.96
"1477" "citation" 16165.87
"1478" "glade" 7838.7
"1479" "gloomy" 4340.19
"1480" "sufferer" 13472.12
"1481" "golfer" 9597.06
"1482" "situation" 12484.45
"1483" "snobbish" 4977.95
"1484" "hearty" 8051.5
"1485" "heaven" 8113.5
"1486" "helmet" 7273.89
"1487" "validity" 8734.38
"1488" "amateurish" 11931.43
"1489" "revolutionary" 11441.43
"1490" "murderous" 8758.7
"1491" "anaesthetic" 11318.84
"1492" "irony" 10308.73
"1493" "jerkin" 11091.2
"1494" "anxiously" 5543.34
"1495" "extremism" 7615.64
"1496" "struggled" 6645.43
"1497" "friendly" 8970.54
"1498" "organic" 11690.75
"1499" "fossilise" 9456.51
"1500" "lectureship" 7192.46
"1501" "dreadful" 5144.69
"1502" "absurdity" 4489.18
"1503" "planet" 12677.53
"1504" "poetry" 5483.88
"1505" "public" 6636.89
"1506" "pulpit" 4068.85
"1507" "putty" 4473.81
"1508" "mimicry" 6866.48
"1509" "physical" 7249.75
"1510" "risky" 8700.79
"1511" "obviously" 3307.49
"1512" "sight" 4086.81
"1513" "signet" 7940.93
"1514" "soften" 9865.04
"1515" "idealism" 8522.71
"1516" "defector" 7082.74
"1517" "medical" 10543.24
"1518" "novelty" 6000.04
"1519" "finally" 10295.87
"1520" "booklet" 4621.91
"1521" "toaster" 15764.44
"1522" "trainee" 12332.94
"1523" "treaty" 11743.45
"1524" "trolley" 9569.3
"1525" "trumpet" 6205.8
"1526" "twinkle" 6016.38
"1527" "united" 9716.29
"1528" "viewer" 9273.42
"1529" "weird" 3328.59
"1530" "yearly" 6913.57
"1531" "acreage" 7728.24
"1532" "against" 9186.04
"1533" "agreement" 10376.47
"1534" "alarming" 13301.62
"1535" "amenable" 9863.86
"1536" "angelic" 12615.51
"1537" "artistry" 12499.22
"1538" "audition" 10731.87
"1539" "baronet" 14639.99
"1540" "basilisk" 8826.3
"1541" "thinker" 10503.1
"1542" "active" 7494.01
"1543" "factual" 5329.11
"1544" "lessen" 12416
"1545" "safely" 4762.35
"1546" "brisket" 8028.2
"1547" "brothel" 6421.15
"1548" "leftist" 9807.79
"1549" "prayer" 12235.48
"1550" "candidacy" 9731.19
"1551" "finely" 10267.37
"1552" "cloudless" 6045.86
"1553" "muffler" 8154.32
"1554" "colonel" 13563.69
"1555" "country" 8043.99
"1556" "courteous" 7270.36
"1557" "vainly" 6869.3
"1558" "watery" 15230.9
"1559" "critical" 13069.32
"1560" "cryptic" 5822.04
"1561" "demonstrate" 14100.12
"1562" "department" 10483.01
"1563" "lately" 13697.55
"1564" "dietary" 12278.62
"1565" "dreamer" 13240.36
"1566" "drunkard" 5637.07
"1567" "within" 7993.8
"1568" "electron" 10376.82
"1569" "employer" 7472.67
"1570" "extract" 6894.3
"1571" "fleeting" 10262.32
"1572" "lovers" 10785.61
"1573" "adviser" 10386.1
"1574" "floater" 14212.11
"1575" "prudish" 5900.65
"1576" "golden" 8822.01
"1577" "fruitless" 6434.48
"1578" "fuselage" 6902.26
"1579" "keeper" 8840.88
"1580" "cuffs" 1539.76
"1581" "miller" 13662.24
"1582" "glossary" 9240.11
"1583" "bridal" 9444.96
"1584" "thinly" 6168.79
"1585" "government" 10069.61
"1586" "greenery" 13123.71
"1587" "grueling" 8958.35
"1588" "folder" 11199.66
"1589" "firmly" 3180.03
"1590" "brutal" 8357.3
"1591" "infantry" 11303.49
"1592" "inhibitory" 8526.75
"1593" "international" 16868.75
"1594" "inventory" 12136.61
"1595" "investigate" 12743.97
"1596" "sandy" 10909.08
"1597" "legendary" 10486.56
"1598" "liquidate" 9412.4
"1599" "thorny" 4204.42
"1600" "neighbour" 4013.67
"1601" "northern" 10452.62
"1602" "really" 9796.19
"1603" "leaflet" 6825.18
"1604" "oxygenate" 9925.81
"1605" "parenthesis" 13104.99
"1606" "phonetic" 11068
"1607" "plaintiff" 10007.82
"1608" "editor" 11089.1
"1609" "plumage" 4346.85
"1610" "filmy" 3369.12
"1611" "dealer" 13856.38
"1612" "gently" 8120.31
"1613" "gifted" 6911.97
"1614" "fishy" 4731.52
"1615" "question" 11849.27
"1616" "quieten" 10729.05
"1617" "rational" 17155.96
"1618" "reaction" 12196.37
"1619" "renewable" 9167.24
"1620" "scalding" 10691.31
"1621" "scullery" 9696.08
"1622" "secretary" 11695.72
"1623" "tricky" 9397.64
"1624" "happy" 2647.63
"1625" "frosty" 7811.85
"1626" "twelfth" 2321.7
"1627" "heroic" 12803.02
"1628" "splinter" 16093.45
"1629" "stampede" 10129.27
"1630" "stilted" 11378.1
"1631" "stubborn" 6088.92
"1632" "misty" 8889.85
"1633" "surface" 4581.84
"1634" "surgeon" 6428.28
"1635" "spindly" 7380.43
"1636" "teacher" 12982.55
"1637" "textile" 10012.29
"1638" "wishful" 3140.48
"1639" "cookery" 8579.1
"1640" "angler" 15693.08
"1641" "naughty" 3021.58
"1642" "chatter" 16437.68
"1643" "silken" 7796.98
"1644" "cheaply" 3973.12
"1645" "lesser" 14724.51
"1646" "others" 9272.32
"1647" "ranger" 17699.06
"1648" "manly" 9149.41
"1649" "coyness" 8470.2
"1650" "acidic" 9466.99
"1651" "adopted" 6901.42
"1652" "perhaps" 7783.6
"1653" "equipment" 6570.94
"1654" "composer" 11501.83
"1655" "ample" 7442
"1656" "watcher" 11492.92
"1657" "believer" 11500.92
"1658" "archer" 14902.72
"1659" "timidly" 6660.15
"1660" "selfless" 7836.96
"1661" "bearded" 8265.66
"1662" "bloody" 2964.64
"1663" "bomber" 9242.61
"1664" "brandy" 12158.71
"1665" "bulbous" 2305.78
"1666" "button" 11008.35
"1667" "loyally" 5593.94
"1668" "chilly" 6593.65
"1669" "enactment" 10510.24
"1670" "ability" 6910.84
"1671" "developer" 10248.36
"1672" "creamy" 8086.12
"1673" "tendency" 12238.62
"1674" "instruction" 10779.8
"1675" "production" 8639.88
"1676" "starter" 19622.49
"1677" "masonry" 8232.88
"1678" "feathery" 9405.05
"1679" "suburban" 6146.48
"1680" "distantly" 12260.31
"1681" "filthy" 3238.06
"1682" "fleshy" 5504.45
"1683" "flicker" 10678.56
"1684" "missive" 8490.7
"1685" "forceps" 5070.17
"1686" "freeze" 6011.39
"1687" "alcoholic" 9065.96
"1688" "citation" 16165.87
"1689" "glade" 7838.7
"1690" "gloomy" 4340.19
"1691" "situation" 12484.45
"1692" "snobbish" 4977.95
"1693" "guilty" 3025.85
"1694" "hearty" 8051.5
"1695" "heaven" 8113.5
"1696" "helmet" 7273.89
"1697" "amateurish" 11931.43
"1698" "anaesthetic" 11318.84
"1699" "jerkin" 11091.2
"1700" "anxiously" 5543.34
"1701" "marshy" 8314.64
"1702" "friendly" 8970.54
"1703" "nymphet" 3357.32
"1704" "organic" 11690.75
"1705" "fossilise" 9456.51
"1706" "lectureship" 7192.46
"1707" "dreadful" 5144.69
"1708" "planet" 12677.53
"1709" "plucky" 1683.84
"1710" "plush" 2492.86
"1711" "pulpit" 4068.85
"1712" "putty" 4473.81
"1713" "mimicry" 6866.48
"1714" "rabbit" 8411.79
"1715" "steadily" 8811.47
"1716" "exemption" 7692.2
"1717" "risky" 8700.79
"1718" "obviously" 3307.49
"1719" "sight" 4086.81
"1720" "idealism" 8522.71
"1721" "defector" 7082.74
"1722" "medical" 10543.24
"1723" "novelty" 6000.04
"1724" "tactile" 10886.98
"1725" "finally" 10295.87
"1726" "booklet" 4621.91
"1727" "scruffy" 2989.9
"1728" "toaster" 15764.44
"1729" "trainee" 12332.94
"1730" "treaty" 11743.45
"1731" "trolley" 9569.3
"1732" "trumpet" 6205.8
"1733" "twinkle" 6016.38
"1734" "united" 9716.29
"1735" "viewer" 9273.42
"1736" "whisker" 8609.27
"1737" "widowed" 3132.82
"1738" "acidic" 9466.99
"1739" "plunder" 9914.2
"1740" "adopted" 6901.42
"1741" "perhaps" 7783.6
"1742" "equipment" 6570.94
"1743" "composer" 11501.83
"1744" "palpably" 4689.92
"1745" "watcher" 11492.92
"1746" "archer" 14902.72
"1747" "timidly" 6660.15
"1748" "calmness" 8859.56
"1749" "voucher" 8935
"1750" "benignly" 5751.87
"1751" "bearded" 8265.66
"1752" "bloody" 2964.64
"1753" "boarder" 12086.73
"1754" "bomber" 9242.61
"1755" "brandy" 12158.71
"1756" "warfare" 13176.94
"1757" "bulbous" 2305.78
"1758" "button" 11008.35
"1759" "loyally" 5593.94
"1760" "epileptic" 7458.58
"1761" "chilly" 6593.65
"1762" "enactment" 10510.24
"1763" "coaster" 15670.95
"1764" "ability" 6910.84
"1765" "equally" 4864.64
"1766" "service" 11300.29
"1767" "developer" 10248.36
"1768" "crafty" 5579.76
"1769" "creamy" 8086.12
"1770" "tendency" 12238.62
"1771" "crooked" 4051.22
"1772" "dweller" 10655.94
"1773" "instruction" 10779.8
"1774" "production" 8639.88
"1775" "dialog" 10895.88
"1776" "wearily" 9837.15
"1777" "masonry" 8232.88
"1778" "feathery" 9405.05
"1779" "early" 8511.28
"1780" "suburban" 6146.48
"1781" "addition" 10842.44
"1782" "vicarage" 12841.16
"1783" "rumbling" 7495.98
"1784" "justify" 6591.05
"1785" "filthy" 3238.06
"1786" "fizzle" 4915.69
"1787" "simplify" 6053.8
"1788" "fleshy" 5504.45
"1789" "flicker" 10678.56
"1790" "missive" 8490.7
"1791" "forceps" 5070.17
"1792" "freeze" 6011.39
"1793" "alcoholic" 9065.96
"1794" "citation" 16165.87
"1795" "gloomy" 4340.19
"1796" "sufferer" 13472.12
"1797" "golfer" 9597.06
"1798" "situation" 12484.45
"1799" "snobbish" 4977.95
"1800" "existent" 11941.06
"1801" "guilty" 3025.85
"1802" "hearty" 8051.5
"1803" "heaven" 8113.5
"1804" "helmet" 7273.89
"1805" "validity" 8734.38
"1806" "amateurish" 11931.43
"1807" "revolutionary" 11441.43
"1808" "murderous" 8758.7
"1809" "anaesthetic" 11318.84
"1810" "irony" 10308.73
"1811" "jerkin" 11091.2
"1812" "anxiously" 5543.34
"1813" "extremism" 7615.64
"1814" "mourner" 10680.79
"1815" "friendly" 8970.54
"1816" "number" 8237.49
"1817" "organic" 11690.75
"1818" "fossilise" 9456.51
"1819" "lectureship" 7192.46
"1820" "dreadful" 5144.69
"1821" "absurdity" 4489.18
"1822" "planet" 12677.53
"1823" "plucky" 1683.84
"1824" "broiler" 11332.91
"1825" "plush" 2492.86
"1826" "poetry" 5483.88
"1827" "public" 6636.89
"1828" "pulpit" 4068.85
"1829" "quartz" 7609.34
"1830" "mimicry" 6866.48
"1831" "steadily" 8811.47
"1832" "physical" 7249.75
"1833" "exemption" 7692.2
"1834" "risky" 8700.79
"1835" "scrape" 9052.97
"1836" "obviously" 3307.49
"1837" "sight" 4086.81
"1838" "signet" 7940.93
"1839" "sniper" 10126.71
"1840" "soften" 9865.04
"1841" "defector" 7082.74
"1842" "gaseous" 5259.23
"1843" "stirrup" 7990.6
"1844" "stunt" 9536.52
"1845" "medical" 10543.24
"1846" "novelty" 6000.04
"1847" "tactile" 10886.98
"1848" "finally" 10295.87
"1849" "booklet" 4621.91
"1850" "scruffy" 2989.9
"1851" "toaster" 15764.44
"1852" "trainee" 12332.94
"1853" "treaty" 11743.45
"1854" "trolley" 9569.3
"1855" "trumpet" 6205.8
"1856" "twinkle" 6016.38
"1857" "twitch" 4034.83
"1858" "united" 9716.29
"1859" "viewer" 9273.42
"1860" "whisker" 8609.27
"1861" "widowed" 3132.82
"1862" "yearly" 6913.57
"1863" "acreage" 7728.24
"1864" "kingdom" 7313.16
"1865" "against" 9186.04
"1866" "agreement" 10376.47
"1867" "alarming" 13301.62
"1868" "amenable" 9863.86
"1869" "angelic" 12615.51
"1870" "appendix" 7937.7
"1871" "arsenal" 13780.92
"1872" "artistry" 12499.22
"1873" "audition" 10731.87
"1874" "baronet" 14639.99
"1875" "basilisk" 8826.3
"1876" "active" 7494.01
"1877" "factual" 5329.11
"1878" "lessen" 12416
"1879" "safely" 4762.35
"1880" "leftist" 9807.79
"1881" "prayer" 12235.48
"1882" "buzzard" 6587.74
"1883" "candidacy" 9731.19
"1884" "finely" 10267.37
"1885" "cloudless" 6045.86
"1886" "muffler" 8154.32
"1887" "colonel" 13563.69
"1888" "command" 11912.07
"1889" "country" 8043.99
"1890" "courteous" 7270.36
"1891" "vainly" 6869.3
"1892" "watery" 15230.9
"1893" "critical" 13069.32
"1894" "cryptic" 5822.04
"1895" "demonstrate" 14100.12
"1896" "department" 10483.01
"1897" "lately" 13697.55
"1898" "dietary" 12278.62
"1899" "discern" 11912.68
"1900" "dreamer" 13240.36
"1901" "drunkard" 5637.07
"1902" "within" 7993.8
"1903" "electron" 10376.82
"1904" "employer" 7472.67
"1905" "eruption" 12397.93
"1906" "ethereal" 12370.4
"1907" "extract" 6894.3
"1908" "facetious" 7954.49
"1909" "fleeting" 10262.32
"1910" "lovers" 10785.61
"1911" "floater" 14212.11
"1912" "prudish" 5900.65
"1913" "golden" 8822.01
"1914" "fruitless" 6434.48
"1915" "fuselage" 6902.26
"1916" "keeper" 8840.88
"1917" "cuffs" 1539.76
"1918" "miller" 13662.24
"1919" "glossary" 9240.11
"1920" "thinly" 6168.79
"1921" "government" 10069.61
"1922" "greenery" 13123.71
"1923" "formal" 9150.67
"1924" "folder" 11199.66
"1925" "firmly" 3180.03
"1926" "brutal" 8357.3
"1927" "infantry" 11303.49
"1928" "inhibitory" 8526.75
"1929" "international" 16868.75
"1930" "inventory" 12136.61
"1931" "investigate" 12743.97
"1932" "sandy" 10909.08
"1933" "twisty" 5528.54
"1934" "legendary" 10486.56
"1935" "liquidate" 9412.4
"1936" "thorny" 4204.42
"1937" "tripper" 12666.89
"1938" "neighbour" 4013.67
"1939" "northern" 10452.62
"1940" "really" 9796.19
"1941" "acutely" 7994.26
"1942" "leaflet" 6825.18
"1943" "oxygenate" 9925.81
"1944" "parenthesis" 13104.99
"1945" "phonetic" 11068
